budget,genres,homepage,id,keywords,original_language,overview,popularity,revenue,runtime,tagline,title,vote_average,vote_count,movie_id,cast,director,year,imdb_id,poster_path,num_critic_for_reviews,num_user_for_reviews,imdb_score,movie_facebook_likes
103000000,"['Action', 'Drama', 'Adventure']",0,98,"['rome', 'gladiator', 'arena', 'senate', 'roman empire', 'emperor', 'slavery', 'battlefield', 'blood', 'ancient world', 'father daughter relationship', 'combat', 'mother son relationship', 'dream sequence', 'chariot', 'philosopher', 'barbarian horde', '2nd century', 'successor']",en,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",95.301296,457640427,155,A Hero Will Rise.,Gladiator,7.9,5439,98,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed', 'Richard Harris']",['Ridley Scott'],2000,tt0172495,posters/poster_98.jpg,265,2368,8.5,21000
9000000,"['Mystery', 'Thriller']",http://www.otnemem.com/,77,"['individual', 'insulin', 'tattoo', 'waitress', 'amnesia', 'motel', 'insurance salesman', 'revenge', 'memory loss', 'polaroid', 'flashback', 'neo-noir']",en,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",60.715151,39723096,113,Some memories are best forgotten.,Memento,8.1,4028,77,"['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano', 'Mark Boone Junior', 'Stephen Tobolowsky']",['Christopher Nolan'],2000,tt0209144,posters/poster_77.jpg,274,2067,8.5,40000
806948,"['Drama', 'Horror', 'Thriller']",0,539,"['hotel', 'clerk', 'arizona', 'shower', 'rain', 'motel', 'money', 'secretary', 'corpse', 'murderer', 'theft', 'private detective', 'proto-slasher']",en,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",93.067866,32000000,109,The master of suspense moves his cameras into the icy blackness of the unexplored!,Psycho,8.2,2320,539,"['Anthony Perkins', 'Vera Miles', 'John Gavin', 'Janet Leigh', 'Martin Balsam']",['Alfred Hitchcock'],1960,tt0054215,posters/poster_539.jpg,290,1040,8.5,18000
18000000,"['Adventure', 'Action']",http://www.indianajones.com,85,"['saving the world', 'riddle', 'nepal', 'himalaya', 'cairo', 'moses', 'egypt', 'whip', 'treasure', 'medallion', 'leather jacket', 'nazis', 'hat', 'mediterranean', 'ark of the covenant', 'ten commandments', 'treasure hunt', 'excavation', 'swastika', 'archaeologist', 'indiana jones', 'archeology\xa0']",en,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",68.159596,389925971,115,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,Raiders Of The Lost Ark,7.7,3854,85,"['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'Ronald Lacey', 'John Rhys-Davies']",['Steven Spielberg'],1981,tt0082971,posters/poster_85.jpg,234,771,8.5,16000
4000000,"['Drama', 'Documentary']",http://barakasamsara.com/,89708,"['eating', 'around the world', 'fast motion scene', 'balance', 'skyline', 'sunset', 'modern life', 'moonrise']",en,"Samsara is a word that describes the ever turning wheel of life. It is a concept both intimate and vast - the perfect subject for filmmakers Ron Fricke and Mark Magidson, whose previous collaborations include Chronos and Baraka, and who, in the last 20 years, have travelled to over 58 countries together in the pursuit of unique imagery.  Samsara takes the form of a nonverbal, guided meditation that will transform viewers in countries around the world as they are swept along a journey of the soul. Through powerful images pristinely photographed in 70mm and a dynamic music score, the film illuminates the links between humanity and the rest of the nature, showing how our life cycle mirrors the rhythm of the planet.",12.781973,0,102,0,Samsara,8.0,167,89708,"['Marcos Luna', 'Putu Dinda Pratika', 'Puti Sri Candra Dewi', 'Ni Made Megahadi Pratiwi']",['Ron Fricke'],2011,tt0770802,posters/poster_89708.jpg,115,69,8.5,26000
100000000,"['Action', 'Thriller', 'Science Fiction']",0,280,"['cyborg', 'shotgun', 'post-apocalyptic', 'dystopia', 'moral ambiguity', 'mental institution', 'violence', 'fictional war', 'morphing', 'nuclear weapons', 'shape shifter', 'savior', 'catch phrase']",en,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",101.74155,520000000,137,It's nothing personal.,Terminator 2: Judgment Day,7.7,4185,280,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Robert Patrick', 'Edward Furlong', 'Michael Edwards']",['James Cameron'],1991,tt0103064,posters/poster_280.jpg,210,983,8.5,13000
250000000,"['Action', 'Crime', 'Drama', 'Thriller']",http://www.thedarkknightrises.com/,49026,"['dc comics', 'crime fighter', 'terrorist', 'secret identity', 'burglar', 'hostage drama', 'time bomb', 'gotham city', 'vigilante', 'cover-up', 'superhero', 'villainess', 'tragic hero', 'terrorism', 'destruction', 'catwoman', 'cat burglar', 'imax', 'flood', 'criminal underworld', 'batman']",en,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",112.31295,1084939099,165,The Legend Ends,The Dark Knight Rises,7.6,9106,49026,"['Christian Bale', 'Michael Caine', 'Gary Oldman', 'Anne Hathaway', 'Tom Hardy']",['Christopher Nolan'],2012,tt1345836,posters/poster_49026.jpg,813,2701,8.5,164000
90000000,"['Drama', 'Thriller', 'Crime']",http://thedeparted.warnerbros.com/,1422,"['undercover', 'boston', 'police', 'friends', 'mafia', 'undercover cop', 'mobster', 'mole', 'state police', 'police training', 'realtor']",en,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",63.429157,289847354,151,Lies. Betrayal. Sacrifice. How far will you take it?,The Departed,7.9,4339,1422,"['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson', 'Mark Wahlberg', 'Martin Sheen']",['Martin Scorsese'],2006,tt0407887,posters/poster_1422.jpg,352,2054,8.5,29000
60000000,"['Fantasy', 'Drama', 'Crime']",http://thegreenmile.warnerbros.com/,497,"['southern usa', 'black people', 'mentally disabled', 'based on novel', 'heal', 'death row', 'jail guard', 'great depression', 'prison guard', 'electric chair', 'magic realism', 'healing', 'death row inmate', '1930s']",en,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",103.698022,284600000,189,Miracles do happen.,The Green Mile,8.2,4048,497,"['Tom Hanks', 'Michael Clarke Duncan', 'David Morse', 'Bonnie Hunt', 'James Cromwell']",['Frank Darabont'],1999,tt0120689,posters/poster_497.jpg,186,1377,8.5,30000
45000000,"['Family', 'Animation', 'Drama']",http://movies.disney.com/the-lion-king,8587,"['loss of parents', 'wild boar', 'uncle', 'shaman', 'redemption', 'king', 'scar', 'hyena', 'meerkat']",en,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,90.457886,788241776,89,Life's greatest adventure is finding your place in the Circle of Life.,The Lion King,8.0,5376,8587,"['Jonathan Taylor Thomas', 'Matthew Broderick', 'James Earl Jones', 'Jeremy Irons', 'Moira Kelly']","['Roger Allers', 'Rob Minkoff']",1994,tt0110357,posters/poster_8587.jpg,186,656,8.5,17000
2000000,"['Drama', 'Thriller']",0,582,"['germany', 'berlin', 'suicide', 'berlin wall', 'corruption', 'german democratic republic', 'stasi', 'blackmail', 'cold war', 'soviet union', 'nudity', 'propaganda', 'freedom of speech', 'house search', ""artists' life"", 'spying', 'arts', 'government', 'interrogation', 'surveillance', 'minister for education', 'heartbreak', 'east germany', 'communism', 'mfs']",de,A tragic love story set in East Berlin with the backdrop of an undercover Stasi controlled culture. Stasi captain Wieler is ordered to follow author Dreyman and plunges deeper and deeper into his life until he reaches the threshold of doubting the system.,34.938177,70000000,137,"Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets.",The Lives Of Others,7.9,958,582,"['Martina Gedeck', 'Ulrich Mühe', 'Sebastian Koch', 'Ulrich Tukur', 'Thomas Thieme']",['Florian Henckel von Donnersmarck'],2006,tt0405094,posters/poster_582.jpg,215,407,8.5,39000
35000000,"['Drama', 'War']",http://www.thepianistmovie.com/,423,"['individual', 'resistance', 'radio station', 'war crimes', 'loss of family', 'child murderer', 'hunger', 'world war ii', 'prisoners of war', 'homeland', 'deportation', 'hiding place', 'ghetto riot', 'jew persecution', 'liberation', 'warsaw ghetto', 'polish resistance', 'nazis', 'biography', 'classical music', 'panzer', 'pianist']",en,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,50.587541,120072577,150,Music was his passion. Survival was his masterpiece.,The Pianist,8.0,1864,423,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Maureen Lipman', 'Emilia Fox']",['Roman Polanski'],2002,tt0253474,posters/poster_423.jpg,193,761,8.5,21000
40000000,"['Drama', 'Mystery', 'Thriller']",http://wwws.warnerbros.de/theprestige/,1124,"['competition', 'secret', 'obsession', 'magic', 'dying and death', 'class society', 'illusion', 'tricks', 'hostility', 'class', 'rivalry']",en,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",74.440708,109676311,130,Are You Watching Closely?,The Prestige,8.0,4391,1124,"['Hugh Jackman', 'Christian Bale', 'Michael Caine', 'Scarlett Johansson', 'Andy Serkis']",['Christopher Nolan'],2006,tt0482571,posters/poster_1124.jpg,341,1100,8.5,49000
3300000,['Drama'],http://sonyclassics.com/whiplash/,244786,"['jazz', 'obsession', 'conservatory', 'music teacher', 'new york city', 'violence', 'montage', 'drummer', 'public humiliation', 'jazz band', 'young adult', 'music school']",en,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",192.528841,13092000,105,The road to greatness can take you to the edge.,Whiplash,8.3,4254,244786,"['Miles Teller', 'J.K. Simmons', 'Melissa Benoist', 'Austin Stowell', 'Jayson Blair']",['Damien Chazelle'],2014,tt2582802,posters/poster_244786.jpg,535,731,8.5,129000
0,"['Animation', 'Family', 'Comedy', 'TV Movie']",0,13187,"['holiday', 'christmas']",en,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",8.701183,0,25,"That's what Christmas is all about, Charlie Brown!",A Charlie Brown Christmas,7.5,153,13187,"['Ann Altieri', 'Chris Doran', 'Sally Dryer', 'Bill Melendez', 'Karen Mendelson']",['Bill Melendez'],1965,tt0059026,posters/poster_13187.jpg,43,126,8.4,0
800000,['Drama'],0,60243,"['emigration', 'class', 'money', 'maid', 'divorce', 'iran', 'caregiver', ""alzheimer's disease"", 'marital separation', 'iranian']",fa,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,12.049373,0,123,"Ugly truth, sweet lies.",A Separation,7.7,469,60243,"['Leila Hatami', 'Kimia Hosseini', 'Merila Zarei', 'پیمان معادی', 'Sareh Bayat']",['Asghar Farhadi'],2011,tt1832382,posters/poster_60243.jpg,354,264,8.4,48000
18500000,"['Horror', 'Action', 'Thriller', 'Science Fiction']",0,679,"['android', 'extraterrestrial technology', 'space marine', 'spaceman', 'cryogenics', 'vacuum', 'space colony', 'warrior woman', 'settler', 'space travel', 'colony', 'alien', 'xenomorph']",en,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",67.66094,183316455,137,This Time It's War,Aliens,7.7,3220,679,"['Sigourney Weaver', 'Michael Biehn', 'James Remar', 'Paul Reiser', 'Lance Henriksen']",['James Cameron'],1986,tt0090605,posters/poster_679.jpg,250,1076,8.4,18000
10000000,"['Comedy', 'Romance']",http://www.die-fabelhafte-welt-der-amelie.de,194,"['paris', 'love triangle', 'ghost train', 'sex-shop', 'shyness', 'montmartre', 'daughter', 'garden gnome', 'journey round the world', 'photography']",fr,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",73.720244,173921954,122,One person can change your life forever.,Amélie,7.8,3310,194,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus', 'Jamel Debbouze', 'Claire Maurier']",['Jean-Pierre Jeunet'],2001,tt0211915,posters/poster_194.jpg,242,1314,8.4,39000
